Experience,Rating,Profile,Fees,city,and,bams,bds,bhms,ddv,ddvl,dnb,ent,in,mbbs,md,mds,ms,of,oral,phd,post
10,0,ENT Specialist,500,Delhi,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
11,9,Dermatologists,800,Mumbai,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
7,10,Dermatologists,100,Delhi,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
5,0,Dentist,100,Delhi,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,0,ENT Specialist,700,Delhi,1,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0
8,10,Dermatologists,100,Mumbai,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
10,0,Homeopath,200,Bangalore,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
24,0,Dermatologists,400,Delhi,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
15,0,Homeopath,250,Hyderabad,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
10,10,Dentist,200,Bangalore,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,0,Dentist,100,Coimbatore,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36,0,General Medicine,200,Bangalore,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
48,0,General Medicine,100,Chennai,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
6,10,Ayurveda,200,Bangalore,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,0,General Medicine,300,Hyderabad,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
7,10,Dentist,200,Bangalore,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
47,0,General Medicine,100,Hyderabad,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
13,0,ENT Specialist,300,Bangalore,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0
15,10,Dentist,100,Chennai,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0
20,10,Dermatologists,700,Delhi,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
29,10,Dermatologists,100,Mumbai,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
11,10,Dermatologists,300,Bangalore,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
48,6,Dermatologists,100,Delhi,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
6,9,ENT Specialist,500,Delhi,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
17,0,Homeopath,150,Bangalore,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
15,0,Homeopath,100,Delhi,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
5,0,Dentist,100,Coimbatore,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,Dermatologists,700,Delhi,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
17,10,ENT Specialist,100,Delhi,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
12,10,Dentist,100,Mumbai,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
21,10,ENT Specialist,300,Hyderabad,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
21,10,General Medicine,400,Mumbai,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
9,10,Dermatologists,400,Mumbai,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
7,0,Dermatologists,200,Ernakulam,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
14,0,General Medicine,100,Delhi,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
22,9,Ayurveda,500,Bangalore,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
14,0,Ayurveda,200,Bangalore,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
9,0,Dermatologists,300,Hyderabad,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
8,0,ENT Specialist,600,Mumbai,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
41,0,ENT Specialist,100,Hyderabad,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
17,0,Ayurveda,300,Chennai,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,10,ENT Specialist,400,Bangalore,0,0,0,0,0,0,1,2,0,0,0,0,1,0,0,0,0
22,0,ENT Specialist,350,Bangalore,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
18,10,ENT Specialist,400,Delhi,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
18,10,Dermatologists,500,Bangalore,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
16,10,Homeopath,500,Bangalore,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
30,0,Dermatologists,450,Hyderabad,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
32,8,Dermatologists,200,Chennai,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
6,0,Ayurveda,100,Mumbai,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31,0,Homeopath,800,Delhi,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
18,0,General Medicine,300,Delhi,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
8,10,Dentist,200,Mumbai,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0
33,10,ENT Specialist,400,Bangalore,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
7,0,Dentist,100,Coimbatore,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0
17,10,Dermatologists,250,Chennai,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
12,10,Ayurveda,200,Bangalore,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0
14,0,Homeopath,150,Hyderabad,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
22,0,Ayurveda,100,Hyderabad,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,0,Ayurveda,150,Mumbai,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18,0,General Medicine,200,Delhi,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
14,10,Dentist,300,Chennai,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0
31,10,Ayurveda,100,Mumbai,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
4,0,ENT Specialist,400,Bangalore,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0
39,10,General Medicine,400,Bangalore,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
3,0,Dentist,200,Bangalore,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14,0,General Medicine,700,Delhi,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
38,10,Dentist,300,Chennai,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,0,Dermatologists,100,Delhi,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
13,0,Ayurveda,400,Mumbai,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
7,0,General Medicine,700,Chennai,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
21,10,Dentist,100,Ernakulam,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14,0,Dentist,200,Hyderabad,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,10,Dentist,200,Hyderabad,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
9,10,Dentist,200,Chennai,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
7,10,Dermatologists,500,Hyderabad,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
8,0,Ayurveda,200,Bangalore,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
10,10,Dentist,100,Chennai,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
4,0,Dermatologists,200,Chennai,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2,0,Dentist,300,Chennai,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,10,Dermatologists,350,Delhi,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0
17,10,Dermatologists,600,Mumbai,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
11,0,Homeopath,750,Mumbai,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
34,10,Dermatologists,100,Mumbai,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
19,10,General Medicine,600,Hyderabad,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
13,10,Dentist,150,Coimbatore,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21,10,General Medicine,500,Bangalore,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
35,0,General Medicine,200,Bangalore,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
9,0,ENT Specialist,400,Mumbai,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
36,0,General Medicine,100,Mumbai,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
5,10,Dentist,300,Bangalore,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
24,0,General Medicine,200,Hyderabad,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
30,7,ENT Specialist,100,Delhi,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0
26,10,Dentist,200,Hyderabad,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2,0,Dentist,150,Thiruvananthapuram,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,10,Dermatologists,200,Hyderabad,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
49,0,General Medicine,100,Mumbai,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
6,0,General Medicine,300,Hyderabad,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
34,0,Dermatologists,400,Ernakulam,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
8,0,General Medicine,100,Hyderabad,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
43,9,General Medicine,500,Mumbai,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
14,10,General Medicine,500,Delhi,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
32,9,General Medicine,600,Bangalore,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
12,0,Homeopath,450,Delhi,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
10,0,Dermatologists,500,Mumbai,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
13,10,General Medicine,500,Hyderabad,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0,0,ENT Specialist,400,Delhi,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
47,0,General Medicine,200,Hyderabad,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
15,10,Dentist,400,Bangalore,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0
15,0,Homeopath,150,Delhi,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
5,0,Dentist,150,Ernakulam,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41,10,ENT Specialist,400,Hyderabad,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0
11,10,Dentist,500,Delhi,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
14,10,Dermatologists,300,Hyderabad,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
14,0,General Medicine,500,Bangalore,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
24,0,ENT Specialist,200,Chennai,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
34,10,Ayurveda,100,Mumbai,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18,10,Dermatologists,700,Mumbai,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
9,0,Ayurveda,200,Bangalore,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,0,Dentist,250,Delhi,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
28,10,General Medicine,300,Chennai,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
23,0,Ayurveda,100,Mumbai,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,0,Dermatologists,300,Hyderabad,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
10,10,Ayurveda,150,Bangalore,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,10,Dentist,100,Ernakulam,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,10,Dentist,100,Bangalore,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0
9,0,Ayurveda,100,Delhi,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18,10,ENT Specialist,250,Bangalore,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
12,0,Dentist,100,Coimbatore,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17,0,Ayurveda,200,Hyderabad,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
14,0,General Medicine,300,Mumbai,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
27,10,Homeopath,500,Bangalore,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
5,0,Dentist,350,Hyderabad,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
9,10,Dentist,500,Mumbai,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
27,0,ENT Specialist,700,Delhi,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
19,9,General Medicine,400,Bangalore,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
11,0,Ayurveda,300,Bangalore,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,10,Dentist,500,Delhi,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0
8,10,Dentist,200,Delhi,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,0,General Medicine,200,Hyderabad,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
16,10,Dentist,200,Mumbai,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14,10,Dentist,100,Mumbai,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
11,0,Dentist,100,Coimbatore,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19,0,Ayurveda,500,Mumbai,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
3,0,Dentist,300,Coimbatore,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19,0,ENT Specialist,300,Hyderabad,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0
12,0,Ayurveda,350,Bangalore,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,0,Ayurveda,100,Mumbai,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22,0,Dentist,500,Delhi,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
45,9,Ayurveda,100,Delhi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38,0,ENT Specialist,500,Delhi,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
11,10,Dentist,100,Hyderabad,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
11,10,General Medicine,300,Delhi,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
6,10,Dentist,100,Bangalore,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,0,Homeopath,350,Bangalore,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
25,6,ENT Specialist,500,Bangalore,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
6,10,Dentist,150,Coimbatore,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,0,Ayurveda,50,Delhi,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,0,Homeopath,250,Bangalore,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26,0,Homeopath,200,Bangalore,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
6,0,Ayurveda,200,Bangalore,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,0,Dentist,150,Coimbatore,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
13,10,General Medicine,350,Bangalore,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
8,0,Homeopath,250,Delhi,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
16,10,Dentist,100,Coimbatore,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,10,Dermatologists,700,Mumbai,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1
33,10,General Medicine,900,Mumbai,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
40,0,General Medicine,500,Delhi,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
4,0,Ayurveda,10,Mumbai,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21,10,Dentist,200,Mumbai,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
8,10,Dentist,100,Bangalore,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0
20,9,Dermatologists,200,Bangalore,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
10,10,Dentist,200,Hyderabad,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21,10,General Medicine,700,Delhi,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
8,0,ENT Specialist,500,Delhi,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
20,10,ENT Specialist,500,Chennai,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
2,0,Homeopath,300,Bangalore,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
11,10,Dermatologists,500,Bangalore,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
19,10,Dentist,200,Hyderabad,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
9,10,Dermatologists,300,Hyderabad,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
33,10,General Medicine,100,Delhi,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
7,0,Dentist,100,Coimbatore,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,0,Dentist,100,Thiruvananthapuram,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0
12,0,General Medicine,100,Mumbai,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
42,0,ENT Specialist,300,Hyderabad,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0
10,10,Ayurveda,200,Bangalore,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,9,Dermatologists,200,Chennai,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
13,0,General Medicine,550,Bangalore,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
10,0,General Medicine,700,Mumbai,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
23,10,Dentist,500,Chennai,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0
15,10,Dermatologists,500,Bangalore,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
12,10,Homeopath,300,Bangalore,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,0,Homeopath,150,Chennai,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
29,0,ENT Specialist,600,Delhi,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
32,0,Homeopath,200,Delhi,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
17,10,Dentist,200,Mumbai,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,10,Dentist,300,Bangalore,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17,10,ENT Specialist,700,Bangalore,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
45,0,ENT Specialist,100,Chennai,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
12,10,Dentist,100,Coimbatore,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33,0,General Medicine,300,Bangalore,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
14,0,ENT Specialist,700,Mumbai,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0
17,10,Dermatologists,600,Delhi,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
19,0,ENT Specialist,300,Hyderabad,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
11,10,Dentist,100,Hyderabad,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14,10,Dermatologists,500,Bangalore,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
18,10,Homeopath,500,Bangalore,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
10,10,Dermatologists,400,Hyderabad,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
14,0,Homeopath,200,Delhi,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
19,0,ENT Specialist,600,Mumbai,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0
8,10,Dermatologists,500,Delhi,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
15,10,Dentist,400,Delhi,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0
9,10,Dentist,200,Hyderabad,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
29,10,Dentist,500,Delhi,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
11,0,Ayurveda,150,Bangalore,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19,0,Ayurveda,350,Bangalore,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
14,0,Dentist,200,Chennai,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0
7,0,Dentist,300,Mumbai,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
27,0,Ayurveda,100,Mumbai,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,0,Ayurveda,100,Thiruvananthapuram,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26,0,Homeopath,100,Mumbai,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
8,10,Dermatologists,400,Delhi,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
3,0,Dentist,100,Ernakulam,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,0,Dermatologists,250,Bangalore,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
12,10,Dentist,300,Bangalore,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
3,10,Dermatologists,300,Chennai,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
6,0,ENT Specialist,300,Hyderabad,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
14,10,ENT Specialist,550,Bangalore,0,0,0,0,0,0,1,2,0,0,0,0,1,0,0,0,0
14,0,Homeopath,600,Hyderabad,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
10,0,ENT Specialist,650,Hyderabad,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2,0,Homeopath,100,Delhi,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,Ayurveda,200,Hyderabad,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
22,0,Ayurveda,400,Mumbai,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
33,0,ENT Specialist,500,Bangalore,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
28,10,Homeopath,800,Mumbai,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
21,10,Dermatologists,100,Mumbai,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
9,0,Dermatologists,400,Bangalore,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
40,0,General Medicine,300,Bangalore,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
25,10,Dermatologists,700,Delhi,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
16,0,General Medicine,400,Bangalore,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
34,10,Dermatologists,100,Delhi,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
12,10,Dentist,500,Mumbai,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
5,10,General Medicine,500,Mumbai,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
36,0,General Medicine,100,Chennai,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
39,8,Dermatologists,800,Delhi,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
11,0,General Medicine,300,Delhi,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
12,10,Dentist,100,Hyderabad,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,0,Ayurveda,70,Mumbai,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
10,10,Dermatologists,300,Bangalore,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
17,10,Homeopath,100,Mumbai,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
6,0,Ayurveda,300,Delhi,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19,10,Dermatologists,800,Mumbai,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
3,0,Dentist,100,Bangalore,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32,10,ENT Specialist,600,Bangalore,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
11,10,Dentist,300,Mumbai,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
7,0,Ayurveda,300,Hyderabad,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
16,0,ENT Specialist,500,Hyderabad,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
27,10,Ayurveda,300,Bangalore,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
21,10,Dermatologists,100,Mumbai,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
9,0,General Medicine,200,Coimbatore,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
31,10,Dentist,500,Delhi,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
8,0,Homeopath,400,Bangalore,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
25,10,Ayurveda,350,Bangalore,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
18,0,General Medicine,300,Delhi,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
27,10,Dentist,200,Chennai,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,0,General Medicine,300,Hyderabad,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
7,0,Ayurveda,299,Mumbai,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
